Country,position,Trait,DATE,Prop
United Kingdom,First,Musculoskeletal disorders,2009,0.5
United Kingdom,First,Neurological disorders,2009,0.0833333333333333
United Kingdom,First,Skin disease,2009,0.185185185185185
United Kingdom,First,Substance use,2009,0
United Kingdom,Senior,All traits,2009,0.160130718954248
United Kingdom,Senior,Cancer,2009,0.354166666666667
United Kingdom,Senior,Chronic respiratory disease,2009,0.0833333333333333
United Kingdom,Senior,CVD,2009,0.0555555555555556
United Kingdom,Senior,Diabetes and CKD,2009,0.238095238095238
United Kingdom,Senior,Digestive diseases,2009,0.227272727272727
United Kingdom,Senior,Mental disorders,2009,0.0614035087719298
United Kingdom,Senior,Musculoskeletal disorders,2009,0.5
United Kingdom,Senior,Neurological disorders,2009,0.0833333333333333
United Kingdom,Senior,Skin disease,2009,0.185185185185185
United Kingdom,Senior,Substance use,2009,0
United States,All,All traits,2009,0.436603773392268
United States,All,Cancer,2009,0.449657423882462
United States,All,Chronic respiratory disease,2009,0.515338018926564
United States,All,CVD,2009,0.403393066320186
United States,All,Diabetes and CKD,2009,0.425167887667888
United States,All,Digestive diseases,2009,0.197231387812867
United States,All,Mental disorders,2009,0.569613633291288
United States,All,Musculoskeletal disorders,2009,0.352941176470588
United States,All,Neurological disorders,2009,0.483610608425057
United States,All,Skin disease,2009,0.337523636288897
United States,All,Substance use,2009,0.293103448275862
United States,First,All traits,2009,0.476404788968728
United States,First,Cancer,2009,0.503804347826087
United States,First,Chronic respiratory disease,2009,0.625
United States,First,CVD,2009,0.462962962962963
United States,First,Diabetes and CKD,2009,0.476190476190476
United States,First,Digestive diseases,2009,0.154761904761905
United States,First,Mental disorders,2009,0.611111111111111
United States,First,Musculoskeletal disorders,2009,0.5
United States,First,Neurological disorders,2009,0.520833333333333
United States,First,Skin disease,2009,0.388888888888889
United States,First,Substance use,2009,0.166666666666667
United States,Senior,All traits,2009,0.482236227824463
United States,Senior,Cancer,2009,0.479166666666667
United States,Senior,Chronic respiratory disease,2009,0.625
United States,Senior,CVD,2009,0.408597883597884
United States,Senior,Diabetes and CKD,2009,0.571428571428571
United States,Senior,Digestive diseases,2009,0.21969696969697
United States,Senior,Mental disorders,2009,0.657894736842105
United States,Senior,Musculoskeletal disorders,2009,0.25
United States,Senior,Neurological disorders,2009,0.541666666666667
United States,Senior,Skin disease,2009,0.333333333333333
United States,Senior,Substance use,2009,0.5
Australia,All,All traits,2010,0.0141008943400666
Australia,All,Cancer,2010,0.00783465330731172
Australia,All,Chronic respiratory disease,2010,0.0535714285714286
Australia,All,CVD,2010,0.000668896321070234
Australia,All,Digestive diseases,2010,0.0021551724137931
Australia,All,Mental disorders,2010,0.0131256624890884
Australia,All,Musculoskeletal disorders,2010,0.0384615384615385
Australia,All,Neurological disorders,2010,0.00715617715617716
Australia,First,All traits,2010,0.0145161290322581
Australia,First,Cancer,2010,0.00675675675675676
Australia,First,Chronic respiratory disease,2010,0.0625
Australia,First,CVD,2010,0
Australia,First,Diabetes and CKD,2010,0
Australia,First,Digestive diseases,2010,0
Australia,First,Mental disorders,2010,0.0277777777777778
Australia,First,Musculoskeletal disorders,2010,0
Australia,First,Neurological disorders,2010,0
Australia,First,Skin disease,2010,0
Australia,First,Substance use,2010,0
Australia,Senior,All traits,2010,0.00967741935483871
Australia,Senior,Cancer,2010,0
Australia,Senior,Chronic respiratory disease,2010,0.0625
Australia,Senior,CVD,2010,0
Australia,Senior,Diabetes and CKD,2010,0
Australia,Senior,Digestive diseases,2010,0
Australia,Senior,Musculoskeletal disorders,2010,0.0555555555555556
Australia,Senior,Neurological disorders,2010,0
Australia,Senior,Skin disease,2010,0
Australia,Senior,Substance use,2010,0
Austria,First,Cancer,2010,0
Austria,Senior,Cancer,2010,0
Belgium,All,All traits,2010,0.00503081936710498
Belgium,All,Musculoskeletal disorders,2010,0.0141962888441762
Belgium,All,Neurological disorders,2010,0.00271950271950272
Belgium,First,All traits,2010,0
Belgium,First,Neurological disorders,2010,0
Belgium,Senior,Musculoskeletal disorders,2010,0
Belgium,Senior,Neurological disorders,2010,0
Benin,First,Chronic respiratory disease,2010,0
Benin,First,Skin disease,2010,0
Canada,All,All traits,2010,0.0102936592707796
Canada,All,Cancer,2010,0.00577843613968846
Canada,All,Chronic respiratory disease,2010,0.0104166666666667
Canada,All,CVD,2010,0.00203947799855728
Canada,All,Diabetes and CKD,2010,0.00848560823794726
Canada,All,Digestive diseases,2010,0.0148511281924304
Canada,All,Mental disorders,2010,0.00808623382418563
Canada,All,Musculoskeletal disorders,2010,0.0120244679068208
Canada,All,Neurological disorders,2010,0.00319055944055944
Canada,All,Skin disease,2010,0.0268595041322314
Canada,First,All traits,2010,0.0032258064516129
Canada,First,Cancer,2010,0
Canada,First,Chronic respiratory disease,2010,0
Canada,First,CVD,2010,0
Canada,First,Diabetes and CKD,2010,0
Canada,First,Digestive diseases,2010,0.0172413793103448
Canada,First,Musculoskeletal disorders,2010,0
Canada,First,Neurological disorders,2010,0
Canada,First,Skin disease,2010,0
Canada,Senior,All traits,2010,0.00451612903225806
Canada,Senior,Cancer,2010,0
Canada,Senior,Chronic respiratory disease,2010,0
Canada,Senior,CVD,2010,0
Canada,Senior,Diabetes and CKD,2010,0
Canada,Senior,Digestive diseases,2010,0.0172413793103448
Canada,Senior,Musculoskeletal disorders,2010,0.0222222222222222
Canada,Senior,Neurological disorders,2010,0
Canada,Senior,Skin disease,2010,0
Chile,First,Neurological disorders,2010,0
Chile,Senior,Chronic respiratory disease,2010,0
Chile,Senior,Neurological disorders,2010,0
China,All,All traits,2010,0.0625008990949145
China,All,Cancer,2010,0.112708995026068
China,All,Chronic respiratory disease,2010,0.136979166666667
China,All,CVD,2010,0.0020703933747412
China,All,Diabetes and CKD,2010,0.144935770750988
China,All,Digestive diseases,2010,0.177555824360547
China,All,Mental disorders,2010,0.0100665266106443
China,All,Musculoskeletal disorders,2010,0.00621631020692054
China,All,Neurological disorders,2010,0.00267379679144385
China,All,Skin disease,2010,0.0909090909090909
China,All,Substance use,2010,0.0178571428571429
China,First,All traits,2010,0.0537634408602151
China,First,Cancer,2010,0.0945945945945946
China,First,Chronic respiratory disease,2010,0.125
China,First,CVD,2010,0
China,First,Diabetes and CKD,2010,0.111111111111111
China,First,Digestive diseases,2010,0.155172413793103
China,First,Mental disorders,2010,0.0324074074074074
China,First,Musculoskeletal disorders,2010,0
China,First,Neurological disorders,2010,0
China,First,Skin disease,2010,0.0909090909090909
China,First,Substance use,2010,0
China,Senior,All traits,2010,0.0587096774193548
China,Senior,Cancer,2010,0.0945945945945946
China,Senior,Chronic respiratory disease,2010,0.140625
China,Senior,CVD,2010,0
China,Senior,Diabetes and CKD,2010,0.0833333333333333
China,Senior,Digestive diseases,2010,0.155172413793103
China,Senior,Mental disorders,2010,0.0277777777777778
China,Senior,Musculoskeletal disorders,2010,0
China,Senior,Neurological disorders,2010,0.0454545454545455
China,Senior,Skin disease,2010,0.0909090909090909
China,Senior,Substance use,2010,0
Denmark,All,All traits,2010,0.00550464268674595
Denmark,All,Cancer,2010,0.0085882021194556
Denmark,All,CVD,2010,0.00565938750081973
Denmark,All,Diabetes and CKD,2010,0.023543080780285
Denmark,All,Digestive diseases,2010,0.00777883990205348
Denmark,All,Mental disorders,2010,0.00236609106004818
Denmark,All,Musculoskeletal disorders,2010,0.000816993464052288
Denmark,All,Neurological disorders,2010,0.00684108994453822
Denmark,First,All traits,2010,0
Denmark,First,Cancer,2010,0
Denmark,First,Chronic respiratory disease,2010,0
Denmark,First,CVD,2010,0
Denmark,First,Diabetes and CKD,2010,0
Denmark,First,Digestive diseases,2010,0
Denmark,First,Musculoskeletal disorders,2010,0
Denmark,First,Neurological disorders,2010,0
Denmark,First,Substance use,2010,0
Denmark,Senior,All traits,2010,0
Denmark,Senior,Cancer,2010,0
Denmark,Senior,Chronic respiratory disease,2010,0
Denmark,Senior,CVD,2010,0
Denmark,Senior,Diabetes and CKD,2010,0
Denmark,Senior,Digestive diseases,2010,0
Denmark,Senior,Musculoskeletal disorders,2010,0
Denmark,Senior,Neurological disorders,2010,0
Egypt,First,Musculoskeletal disorders,2010,0
Egypt,Senior,Musculoskeletal disorders,2010,0
Finland,All,All traits,2010,0.0133936115040468
Finland,All,Cancer,2010,0.0160783128704359
Finland,All,CVD,2010,0.0257053681828507
Finland,All,Diabetes and CKD,2010,0.00351617440225035
Finland,All,Digestive diseases,2010,0.00720778592403588
Finland,All,Mental disorders,2010,0.00327140452140452
Finland,All,Neurological disorders,2010,0.0365682210509797
Finland,All,Skin disease,2010,0.00216450216450216
Finland,First,All traits,2010,0.00806451612903226
Finland,First,Cancer,2010,0
Finland,First,Chronic respiratory disease,2010,0
Finland,First,CVD,2010,0.0217391304347826
Finland,First,Diabetes and CKD,2010,0
Finland,First,Digestive diseases,2010,0
Finland,First,Neurological disorders,2010,0.0568181818181818
Finland,First,Skin disease,2010,0
Finland,First,Substance use,2010,0
Finland,Senior,All traits,2010,0.0043010752688172
Finland,Senior,Cancer,2010,0
Finland,Senior,Chronic respiratory disease,2010,0
Finland,Senior,CVD,2010,0.0144927536231884
Finland,Senior,Diabetes and CKD,2010,0
Finland,Senior,Digestive diseases,2010,0
Finland,Senior,Neurological disorders,2010,0.0303030303030303
Finland,Senior,Skin disease,2010,0
Finland,Senior,Substance use,2010,0
France,All,All traits,2010,0.0186847158427826
France,All,Cancer,2010,0.014204633084919
France,All,Chronic respiratory disease,2010,0.0328125
France,All,CVD,2010,0.0059370371279634
France,All,Diabetes and CKD,2010,0.0116645263865957
France,All,Digestive diseases,2010,0.00540616147189107
France,All,Mental disorders,2010,0.0112015200875907
France,All,Neurological disorders,2010,0.0608447108447109
France,All,Skin disease,2010,0.0152380952380952
France,First,All traits,2010,0.01642089093702
France,First,Cancer,2010,0.0115830115830116
France,First,Chronic respiratory disease,2010,0.0416666666666667
France,First,CVD,2010,0
France,First,Diabetes and CKD,2010,0.0222222222222222
France,First,Digestive diseases,2010,0.00689655172413793
France,First,Mental disorders,2010,0.00694444444444444
France,First,Neurological disorders,2010,0.0454545454545455
France,First,Skin disease,2010,0
France,Senior,All traits,2010,0.00967741935483871
France,Senior,Cancer,2010,0.0135135135135135
France,Senior,Chronic respiratory disease,2010,0
France,Senior,CVD,2010,0
France,Senior,Diabetes and CKD,2010,0
France,Senior,Digestive diseases,2010,0
France,Senior,Neurological disorders,2010,0.0454545454545455
France,Senior,Skin disease,2010,0
Germany,All,All traits,2010,0.065436316377177
Germany,All,Cancer,2010,0.038438547431984
Germany,All,Chronic respiratory disease,2010,0.010218253968254
Germany,All,CVD,2010,0.0919236409415501
Germany,All,Diabetes and CKD,2010,0.037484550142778
Germany,All,Digestive diseases,2010,0.0720782807693798
Germany,All,Mental disorders,2010,0.0729070242538149
Germany,All,Musculoskeletal disorders,2010,0.0611111111111111
Germany,All,Neurological disorders,2010,0.0555118492618493
Germany,All,Skin disease,2010,0.086682572478027
Germany,All,Substance use,2010,0.00641025641025641
Germany,First,All traits,2010,0.0556067588325653
Germany,First,Cancer,2010,0.027027027027027
Germany,First,Chronic respiratory disease,2010,0
Germany,First,CVD,2010,0.0559006211180124
Germany,First,Diabetes and CKD,2010,0.0555555555555556
Germany,First,Digestive diseases,2010,0.0977011494252874
Germany,First,Mental disorders,2010,0.0277777777777778
Germany,First,Musculoskeletal disorders,2010,0.111111111111111
Germany,First,Neurological disorders,2010,0.0454545454545455
Germany,First,Skin disease,2010,0.0909090909090909
Germany,First,Substance use,2010,0
Germany,Senior,All traits,2010,0.0497311827956989
Germany,Senior,Cancer,2010,0.0135135135135135
Germany,Senior,Chronic respiratory disease,2010,0
Germany,Senior,CVD,2010,0.0507246376811594
Germany,Senior,Diabetes and CKD,2010,0.0416666666666667
Germany,Senior,Digestive diseases,2010,0.0560344827586207
Germany,Senior,Mental disorders,2010,0.0555555555555556
Germany,Senior,Musculoskeletal disorders,2010,0.0740740740740741
Germany,Senior,Neurological disorders,2010,0.0454545454545455
Germany,Senior,Skin disease,2010,0.0909090909090909
Germany,Senior,Substance use,2010,0
Greece,First,Musculoskeletal disorders,2010,0.0185185185185185
Greece,Senior,Musculoskeletal disorders,2010,0.00925925925925926
Guinea,First,Skin disease,2010,0
Iceland,All,All traits,2010,0.0150986188762338
Iceland,All,Cancer,2010,0.0129588020528906
Iceland,All,CVD,2010,0.0166822150156859
Iceland,All,Diabetes and CKD,2010,0.103437326855048
Iceland,All,Digestive diseases,2010,0.00174596246180707
Iceland,All,Mental disorders,2010,0.00302629469296136
Iceland,All,Musculoskeletal disorders,2010,0.048581861539608
Iceland,First,All traits,2010,0.0168817204301075
Iceland,First,Cancer,2010,0.0135135135135135
Iceland,First,Chronic respiratory disease,2010,0
Iceland,First,CVD,2010,0.0326086956521739
Iceland,First,Diabetes and CKD,2010,0.133333333333333
Iceland,First,Digestive diseases,2010,0.00689655172413793
Iceland,First,Musculoskeletal disorders,2010,0.0185185185185185
Iceland,First,Neurological disorders,2010,0
Iceland,First,Skin disease,2010,0
Iceland,First,Substance use,2010,0
Iceland,Senior,All traits,2010,0.0212365591397849
Iceland,Senior,Cancer,2010,0.027027027027027
Iceland,Senior,Chronic respiratory disease,2010,0
Iceland,Senior,CVD,2010,0.0434782608695652
Iceland,Senior,Diabetes and CKD,2010,0.125
Iceland,Senior,Digestive diseases,2010,0.00431034482758621
Iceland,Senior,Musculoskeletal disorders,2010,0.0185185185185185
Iceland,Senior,Skin disease,2010,0
Iceland,Senior,Substance use,2010,0
India,First,Cancer,2010,0
India,First,Diabetes and CKD,2010,0
India,First,Digestive diseases,2010,0
India,First,Musculoskeletal disorders,2010,0
India,Senior,All traits,2010,0
India,Senior,Cancer,2010,0
India,Senior,Diabetes and CKD,2010,0
India,Senior,Digestive diseases,2010,0
India,Senior,Musculoskeletal disorders,2010,0
Indonesia,First,Cancer,2010,0
Indonesia,Senior,Cancer,2010,0
Ireland,All,Mental disorders,2010,0.00656610730238575
Ireland,First,All traits,2010,0.00645161290322581
Ireland,First,Cancer,2010,0
Ireland,First,Mental disorders,2010,0.0277777777777778
Ireland,First,Skin disease,2010,0
Ireland,Senior,Cancer,2010,0
Ireland,Senior,Digestive diseases,2010,0
Ireland,Senior,Skin disease,2010,0
Israel,All,Cancer,2010,0.00370531185748577
Israel,All,Neurological disorders,2010,0.00949296403841858
Israel,All,Skin disease,2010,0.00245700245700246
Israel,First,Chronic respiratory disease,2010,0
Israel,First,Neurological disorders,2010,0
Israel,First,Skin disease,2010,0
Israel,Senior,All traits,2010,0
Israel,Senior,Cancer,2010,0
Israel,Senior,Chronic respiratory disease,2010,0
Israel,Senior,Diabetes and CKD,2010,0
Israel,Senior,Neurological disorders,2010,0
Israel,Senior,Skin disease,2010,0
Italy,All,All traits,2010,0.0285297839851116
Italy,All,Cancer,2010,0.0101001827550368
Italy,All,Chronic respiratory disease,2010,0.00297619047619048
Italy,All,CVD,2010,0.0128221875638055
Italy,All,Diabetes and CKD,2010,0.00238673656395175
Italy,All,Digestive diseases,2010,0.0329890097216297
Italy,All,Mental disorders,2010,0.0391818138354283
Italy,All,Neurological disorders,2010,0.0578697725039189
Italy,All,Skin disease,2010,0.0148484848484848
Italy,First,All traits,2010,0.00967741935483871
Italy,First,Cancer,2010,0
Italy,First,Chronic respiratory disease,2010,0
Italy,First,CVD,2010,0
Italy,First,Diabetes and CKD,2010,0.0277777777777778
Italy,First,Digestive diseases,2010,0.00862068965517241
Italy,First,Musculoskeletal disorders,2010,0
Italy,First,Neurological disorders,2010,0.0454545454545455
Italy,First,Substance use,2010,0
Italy,Senior,All traits,2010,0.010752688172043
Italy,Senior,Cancer,2010,0
Italy,Senior,Chronic respiratory disease,2010,0
Italy,Senior,CVD,2010,0
Italy,Senior,Diabetes and CKD,2010,0
Italy,Senior,Digestive diseases,2010,0
Italy,Senior,Mental disorders,2010,0.0185185185185185
Italy,Senior,Neurological disorders,2010,0.0454545454545455
Italy,Senior,Substance use,2010,0
Japan,All,All traits,2010,0.112345530933831
